ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
201202,PUNO,EL COLLAO,PILCUYO,MORAL Y DESARROLLO,ALCALDE DISTRITAL,ORESTES,LUPACA,LUPACA,M,248.0
201202,PUNO,EL COLLAO,PILCUYO,UNION POR EL PERU,ALCALDE DISTRITAL,DAMIANO,ATENCIO,ATENCIO,M,125.0
201202,PUNO,EL COLLAO,PILCUYO,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,WILLIAM WALKER,MAMANI,APAZA,M,112.0
201203,PUNO,EL COLLAO,SANTA ROSA,UNION POR EL PERU,ALCALDE DISTRITAL,ISMAEL,ACERO,MAMANI,M,573.0
201203,PUNO,EL COLLAO,SANTA ROSA,MORAL Y DESARROLLO,ALCALDE DISTRITAL,UBALDO,SANDOVAL,MONROY,M,393.0
201203,PUNO,EL COLLAO,SANTA ROSA,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,JULIAN,MAMANI,CHAMBI,M,341.0
201203,PUNO,EL COLLAO,SANTA ROSA,PARTIDO POR LA DEMOCRACIA SOCIAL - COMPROMISO PERU,ALCALDE DISTRITAL,ISIDRO,TUYO,QUISPE,M,169.0
201203,PUNO,EL COLLAO,SANTA ROSA,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,TORIBIO,CHAMBILLA,CHAMBILLA,M,158.0
201203,PUNO,EL COLLAO,SANTA ROSA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SIMON WENSESLAO,ARACA,PACOTICONA,M,120.0
201203,PUNO,EL COLLAO,SANTA ROSA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,PERCY,ZAPANA,ILLACHURA,M,116.0
201203,PUNO,EL COLLAO,SANTA ROSA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MARCELINO,FELICIANO,MUSAJA,M,84.0
201204,PUNO,EL COLLAO,CAPASO,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,EULARIO MODESTO,MAYTA,CCOLLO,M,115.0
201204,PUNO,EL COLLAO,CAPASO,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,OVALDO MARCIAL,ESPINOZA,ORDOÑEZ,M,85.0
201204,PUNO,EL COLLAO,CAPASO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,GERONIMO,MAMANI,CATUNTA,M,67.0
201204,PUNO,EL COLLAO,CAPASO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CEBERINO,APAZA,GUTIERREZ,M,34.0
201204,PUNO,EL COLLAO,CAPASO,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,ALECXANDER,GONZALES,BLANCO,M,10.0
201204,PUNO,EL COLLAO,CAPASO,UNION POR EL PERU,ALCALDE DISTRITAL,LUIS FERMIN,CANDIA,CONDORI,M,9.0
201205,PUNO,EL COLLAO,CONDURIRI,UNION POR EL PERU,ALCALDE DISTRITAL,PEDRO,MONTALICO,QUENTA,M,438.0
201205,PUNO,EL COLLAO,CONDURIRI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUVENAL,ZEGARRA,SANISO,M,375.0
201205,PUNO,EL COLLAO,CONDURIRI,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,BENJAMIN,ALANOCA,QUISPE,M,284.0
201302,PUNO,MOHO,CONIMA,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,ALEJANDRO,APAZA,QUISPE,M,379.0
201302,PUNO,MOHO,CONIMA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,CRISOSTOMO,CALLE,APAZA,M,317.0
201302,PUNO,MOHO,CONIMA,MORAL Y DESARROLLO,ALCALDE DISTRITAL,LEONCIO,MAMANI,POMA,M,231.0
201302,PUNO,MOHO,CONIMA,UNION POR EL PERU,ALCALDE DISTRITAL,EUGENIO,ARIVILCA,ROMERO,M,181.0
201302,PUNO,MOHO,CONIMA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,ROGER ALDEMIR,CALDERON,ALIAGA,M,116.0
201302,PUNO,MOHO,CONIMA,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,RIVELINO,OLVEA,QUISPE,M,114.0
201302,PUNO,MOHO,CONIMA,PARTIDO POR LA DEMOCRACIA SOCIAL - COMPROMISO PERU,ALCALDE DISTRITAL,JACINTO ELEODORO,HUAYHUA,AQUISE,M,108.0
201302,PUNO,MOHO,CONIMA,CON FUERZA PERU,ALCALDE DISTRITAL,APOLINARIO,MAMANI,,M,93.0
201302,PUNO,MOHO,CONIMA,ACCION POPULAR,ALCALDE DISTRITAL,AUGUSTO,HUANCA,PACORICONA,M,91.0
201302,PUNO,MOHO,CONIMA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JHON FREDY,CONDORI,CHOQUEHUANCA,M,73.0
201302,PUNO,MOHO,CONIMA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ANDRES CANCIO,TITI,JUSTO,M,71.0
201302,PUNO,MOHO,CONIMA,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,ANTONIO EDGAR,QUISPE,CHOQUE,M,67.0
201302,PUNO,MOHO,CONIMA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,ALCALDE DISTRITAL,RAUL,OLVEA,PACORICONA,M,41.0
201303,PUNO,MOHO,TILALI,PARTIDO POR LA DEMOCRACIA SOCIAL - COMPROMISO PERU,ALCALDE DISTRITAL,ZENON ALAN,CAÑAZACA,BLANCO,M,310.0
201303,PUNO,MOHO,TILALI,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,MARIO,APAZA,LARICO,M,237.0
201303,PUNO,MOHO,TILALI,MORAL Y DESARROLLO,ALCALDE DISTRITAL,MAURO,YUJRA,LIMACHI,M,207.0
201303,PUNO,MOHO,TILALI,RESTAURACION NACIONAL,ALCALDE DISTRITAL,RUFINO GONZALO,CAÑAZACA,CHAMBI,M,149.0
201303,PUNO,MOHO,TILALI,UNION POR EL PERU,ALCALDE DISTRITAL,JULIO,CAYO,QUISPE,M,140.0
201303,PUNO,MOHO,TILALI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JACINTO,VILCA,ENRIQUEZ,M,117.0
201303,PUNO,MOHO,TILALI,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,GREGORIO,CHAMBI,CAÑAZACA,M,115.0
201303,PUNO,MOHO,TILALI,MOVIMIENTO POLITICO CONSTRUYENDO POR LA REGION SUR,ALCALDE DISTRITAL,SIMEON,LARICO,YUJRA,M,97.0
201303,PUNO,MOHO,TILALI,ACCION POPULAR,ALCALDE DISTRITAL,ADRIAN,CANAZA,QUISPE,M,61.0
201303,PUNO,MOHO,TILALI,CON FUERZA PERU,ALCALDE DISTRITAL,ANSELMO,ENRIQUEZ,CANAZA,M,50.0
201303,PUNO,MOHO,TILALI,PERU POSIBLE,ALCALDE DISTRITAL,PAMFILO,CANAZA,MAMANI,M,37.0
201304,PUNO,MOHO,HUAYRAPATA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN DE DIOS,CAUNA,CHIARA,M,371.0
201304,PUNO,MOHO,HUAYRAPATA,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,RENE ORLANDO,CONDORI,COAQUIRA,M,321.0
201304,PUNO,MOHO,HUAYRAPATA,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,ALFONSO,PERALTA,CAPA,M,176.0
201304,PUNO,MOHO,HUAYRAPATA,UNION POR EL PERU,ALCALDE DISTRITAL,AURELIO,PERALTA,ROJAS,M,148.0
201304,PUNO,MOHO,HUAYRAPATA,CON FUERZA PERU,ALCALDE DISTRITAL,ELISEO,ANDRADE,GOMEZ,M,118.0
201304,PUNO,MOHO,HUAYRAPATA,MORAL Y DESARROLLO,ALCALDE DISTRITAL,ORLANDO,QUIROZ,PERALTA,M,87.0
201304,PUNO,MOHO,HUAYRAPATA,ACCION POPULAR,ALCALDE DISTRITAL,GUILLERMO,TITO,CHAMBI,M,54.0
201304,PUNO,MOHO,HUAYRAPATA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,PABLO,GOMEZ,MAMANI,M,47.0
210102,SAN MARTIN,MOYOBAMBA,CALZADA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,HERMAN,NAVARRO,GUERRA,M,506.0
210102,SAN MARTIN,MOYOBAMBA,CALZADA,ACCION REGIONAL,ALCALDE DISTRITAL,RILEY,GONZALEZ,ASPAJO,M,380.0
210102,SAN MARTIN,MOYOBAMBA,CALZADA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,GONZALO,ROJAS,NAVARRO,M,262.0
210102,SAN MARTIN,MOYOBAMBA,CALZADA,NUEVA AMAZONIA,ALCALDE DISTRITAL,SEGUNDO MIGUEL DIAZ,LA,TORRE,M,250.0
210102,SAN MARTIN,MOYOBAMBA,CALZADA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,EDOARDO,RODRIGUEZ,CHUMBE,M,199.0
210103,SAN MARTIN,MOYOBAMBA,HABANA,NUEVA AMAZONIA,ALCALDE DISTRITAL,GONZALO,VILLACORTA,PIÑA,M,394.0
210103,SAN MARTIN,MOYOBAMBA,HABANA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NORMAN,ZUBIATE,PORTOLLANO,M,292.0
210103,SAN MARTIN,MOYOBAMBA,HABANA,ACCION REGIONAL,ALCALDE DISTRITAL,JOSE SANTOS,FONSECA,CIEZA,M,224.0
210103,SAN MARTIN,MOYOBAMBA,HABANA,ACCION POPULAR,ALCALDE DISTRITAL,MARCIAL,BONILLA,MENDO,M,102.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,NUEVA AMAZONIA,ALCALDE DISTRITAL,MAXIMO,GARRO,HEREDIA,M,1043.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,ACCION REGIONAL,ALCALDE DISTRITAL,DEMETRIO,GALLARDO,MALCA,M,1020.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LIBERO,TUESTA,MOZOMBITE,M,743.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,TITO ARQUIMIDES,SOLANO,RODAS,M,720.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JORGE EULALIO BERNILLA DE,LA,CRUZ,M,338.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,ACCION POPULAR,ALCALDE DISTRITAL,JOSE AMADOR,VILLACREZ,CELIS,M,337.0
210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,UNION POR EL PERU,ALCALDE DISTRITAL,CARLOS,CARRION,CASIQUE,M,308.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOEL,SANCHEZ,VALLEJOS,M,2339.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,ACCION REGIONAL,ALCALDE DISTRITAL,DOSITEO,MONTENEGRO,GUEVARA,M,2289.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,NUEVA AMAZONIA,ALCALDE DISTRITAL,SAMUEL,CHUQUISTA,NAVARRO,M,1469.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JOSUE,JARA,ACUÑA,M,903.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,UNION POR EL PERU,ALCALDE DISTRITAL,GRIMALDO SEGUNDO,CELIS,VASQUEZ,M,258.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,ALCALDE DISTRITAL,MARIA ANTONIETA ESPINOZA DUEÑAS,DE,RIOS,F,227.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,SEGUNDO,IZQUIERDO,FERNANDEZ,M,111.0
210105,SAN MARTIN,MOYOBAMBA,SORITOR,ACCION POPULAR,ALCALDE DISTRITAL,EDWIN,BOCANEGRA,VALLES,M,86.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,NUEVA AMAZONIA,ALCALDE DISTRITAL,HERNANDO,RUIZ,PIÑA,M,310.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,ACCION REGIONAL,ALCALDE DISTRITAL,VICTOR,MONTEZA,DAVILA,M,273.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JOSE ORLANDO,BURGA,DIAZ,M,224.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JULIO ABEL,VELA,MARIN,M,202.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JORGE,DIAZ,ESTRELLA,M,90.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,UNION POR EL PERU,ALCALDE DISTRITAL,BENJAMIN,QUINTANA,PEREZ,M,54.0
210106,SAN MARTIN,MOYOBAMBA,YANTALO,ACCION POPULAR,ALCALDE DISTRITAL,PABLO,VELA,MARIN,M,35.0
210202,SAN MARTIN,HUALLAGA,PISCOYACU,NUEVA AMAZONIA,ALCALDE DISTRITAL,JUAN,DELGADO,TALLEDO,M,467.0
210202,SAN MARTIN,HUALLAGA,PISCOYACU,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FERNANDO,VASQUEZ,AREVALO,M,384.0
210202,SAN MARTIN,HUALLAGA,PISCOYACU,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,ANIBAL,MUÑOZ,AREVALO,M,356.0
210202,SAN MARTIN,HUALLAGA,PISCOYACU,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ROBERTO,MARICHE,SAJAMI,M,142.0
210203,SAN MARTIN,HUALLAGA,SACANCHE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EDGAR FONSECA,DEL,CASTILLO,M,508.0
210203,SAN MARTIN,HUALLAGA,SACANCHE,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,VICTOR,MONTALVO,DELGADO,M,330.0
210203,SAN MARTIN,HUALLAGA,SACANCHE,NUEVA AMAZONIA,ALCALDE DISTRITAL,MANACES SEGUNDO DEL,AGUILA,GOMEZ,M,129.0
210203,SAN MARTIN,HUALLAGA,SACANCHE,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,CESARIO CARLOS,MORENO,FLORES,M,47.0
210204,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,NUEVA AMAZONIA,ALCALDE DISTRITAL,FRANCISCO,YALTA,MEGO,M,243.0
210204,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JUAN PABLO DEL,CASTILLO,TAPULLIMA,M,200.0
210204,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,IVAN CRUZ,HIDALGO,HIDALGO,M,43.0
210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,VICTOR,NEIRA,MORI,M,415.0
210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,CARLOS,ROJAS,GOMEZ,M,261.0
210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,NUEVA AMAZONIA,ALCALDE DISTRITAL,SOSIMO,SOTO,TAPULLIMA,M,254.0
210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,ABRAHAM,PEREYRA,CARDENAS,M,65.0
210206,SAN MARTIN,HUALLAGA,EL ESLABON,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JULIAN,RUIZ,VASQUEZ,M,487.0
210206,SAN MARTIN,HUALLAGA,EL ESLABON,NUEVA AMAZONIA,ALCALDE DISTRITAL,RUBER,RAMIREZ,RUIZ,M,305.0
210206,SAN MARTIN,HUALLAGA,EL ESLABON,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CARLOS,GONZALES,CARDENAS,M,107.0
210206,SAN MARTIN,HUALLAGA,EL ESLABON,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MANUEL JESUS,ZAVALETA,TORREZ,M,49.0
210303,SAN MARTIN,LAMAS,BARRANQUITA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CESAR HERNAN,SORIA,VIENA,M,698.0
210303,SAN MARTIN,LAMAS,BARRANQUITA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SEGUNDO ROGER,REATEGUI,CHUMBE,M,688.0
210303,SAN MARTIN,LAMAS,BARRANQUITA,NUEVA AMAZONIA,ALCALDE DISTRITAL,STALIN,ANGULO,SALDAÑA,M,443.0
210303,SAN MARTIN,LAMAS,BARRANQUITA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JOSE ROSAS,GUEVARA,TARRILLO,M,190.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,ACCION POPULAR,ALCALDE DISTRITAL,EULOGIO,BARRIGA,HUANSI,M,995.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,NUEVA AMAZONIA,ALCALDE DISTRITAL,DARWIN,REATEGUI,AGUILAR,M,775.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FERNANDO,CERRON,SALINAS,M,603.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,NESTOR HUMBERTO,SILVA,SANGAMA,M,329.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JUAN CARLOS,RODRIGUEZ,AMASIFUEN,M,198.0
210304,SAN MARTIN,LAMAS,CAYNARACHI,UNION POR EL PERU,ALCALDE DISTRITAL,FELIPE SEGUNDO,PINEDO,ROMERO,M,126.0
210305,SAN MARTIN,LAMAS,CUÑUMBUQUI,NUEVA AMAZONIA,ALCALDE DISTRITAL,NICOLAS,DAVILA,RIOS,M,717.0
210305,SAN MARTIN,LAMAS,CUÑUMBUQUI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,PERCY,TRIGOZO,SANCHEZ,M,658.0
210305,SAN MARTIN,LAMAS,CUÑUMBUQUI,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,ROMAN,TRIGOZO,MARINA,M,123.0
210306,SAN MARTIN,LAMAS,PINTO RECODO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GOETHE,ANGULO,GONZALEZ,,858.0
210306,SAN MARTIN,LAMAS,PINTO RECODO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,CRISTOBAL,SANCHEZ,ANGULO,M,620.0
210306,SAN MARTIN,LAMAS,PINTO RECODO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,EUFRACIO,PEREZ,PEREZ,M,474.0
210306,SAN MARTIN,LAMAS,PINTO RECODO,NUEVA AMAZONIA,ALCALDE DISTRITAL,GILBERTO,DIAZ,ANGULO,M,276.0
210307,SAN MARTIN,LAMAS,RUMISAPA,NUEVA AMAZONIA,ALCALDE DISTRITAL,ENRRIQUE,TORRES,MONTILLA,,597.0
210307,SAN MARTIN,LAMAS,RUMISAPA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ORLANDO,REATEGUI,CHUQUIZUTA,M,584.0
210307,SAN MARTIN,LAMAS,RUMISAPA,ACCION POPULAR,ALCALDE DISTRITAL,IVAN,TUESTA,REATEGUI,M,328.0
210307,SAN MARTIN,LAMAS,RUMISAPA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,ROY,ROJAS,SALDAÑA,M,27.0
210311,SAN MARTIN,LAMAS,SHANAO,ACCION REGIONAL,ALCALDE DISTRITAL,ONESIMO,HUAMAN,DAZA,M,699.0
210311,SAN MARTIN,LAMAS,SHANAO,NUEVA AMAZONIA,ALCALDE DISTRITAL,REICER,PORTOCARRERO,PINEDO,M,593.0
210311,SAN MARTIN,LAMAS,SHANAO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EULER,HUAMAN,PORTOCARRERO,M,126.0
210311,SAN MARTIN,LAMAS,SHANAO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JULIO CESAR,PANDURO,PINEDO,M,51.0
210313,SAN MARTIN,LAMAS,TABALOSOS,NUEVA AMAZONIA,ALCALDE DISTRITAL,JUAN MANUEL,PISCO,PIZANGO,M,1345.0
210313,SAN MARTIN,LAMAS,TABALOSOS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,HUMBERTO DEL,AGUILA,VILLANUEVA,M,1158.0
210313,SAN MARTIN,LAMAS,TABALOSOS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARLIO,VELA,VASQUEZ,M,853.0
210313,SAN MARTIN,LAMAS,TABALOSOS,ACCION REGIONAL,ALCALDE DISTRITAL,JACKSON,TORRES,DAVILA,M,613.0
210313,SAN MARTIN,LAMAS,TABALOSOS,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,JOSE,CHAVEZ,SOTO,M,446.0
210313,SAN MARTIN,LAMAS,TABALOSOS,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,FRANCISCO EMILIANO,CUEVA,BARDALES,M,406.0
210313,SAN MARTIN,LAMAS,TABALOSOS,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,JUTSON,VELA,PANDURO,M,70.0
210313,SAN MARTIN,LAMAS,TABALOSOS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,AMADO,GANOZA,LAGUNAS,M,39.0
210314,SAN MARTIN,LAMAS,ZAPATERO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILDER DEL AGUILA,DEL,CASTILLO,M,1131.0
210314,SAN MARTIN,LAMAS,ZAPATERO,NUEVA AMAZONIA,ALCALDE DISTRITAL,RODGER,SANCHEZ,INGA,M,653.0
210314,SAN MARTIN,LAMAS,ZAPATERO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,REISNER,RAMIREZ,RAMIREZ,M,396.0
210314,SAN MARTIN,LAMAS,ZAPATERO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,DORIAN,RAMIREZ,LOZANO,M,387.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ZACARIAS,CARHUAPOMA,GARCIA,M,940.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,NUEVA AMAZONIA,ALCALDE DISTRITAL,MARIN ELER,MAITA,APAESTIGUI,M,647.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,ACCION POPULAR,ALCALDE DISTRITAL,FIDEL,ALEJANDRIA,MOLINA,M,554.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ROGELIO,SAUCEDO,MALDONADO,M,506.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,ACCION REGIONAL,ALCALDE DISTRITAL,JOSE JORGE,MEDINA,FERNANDEZ,M,473.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,RONY,LOPEZ,PINCHI,M,451.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FIDEL,CHINCHAY,CHANTA,M,433.0
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,UNION POR EL PERU,ALCALDE DISTRITAL,VICTOR RAUL,MUNDACA,ZAVALETA,M,107.0
210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,NUEVA AMAZONIA,ALCALDE DISTRITAL,ANGEL,AGUILAR,CASTILLO,M,350.0
210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,MARCO ANTONIO,RENGIFO,VELA,M,195.0
210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,ADONIRAN,VASQUEZ,SAAVEDRA,M,61.0
210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN EDGAR,GONZALES,TRIGOSO,M,53.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,NUEVA AMAZONIA,ALCALDE DISTRITAL,JOSE HUMBERTO,PUELLES,OLIVERA,M,567.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,UNION POR EL PERU,ALCALDE DISTRITAL,RODOLFO,GUERRERO,NAYRA,M,449.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE HUMBERTO,CHAVEZ,PEÑAHERRERA,M,329.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ROGER ALBERTO,PUGA,GOMEZ,M,306.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,ACCION POPULAR,ALCALDE DISTRITAL,RICARDO,MALDONADO,RUIZ,M,66.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,FUERZA COMUNAL,ALCALDE DISTRITAL,ALADINO,CUBAS,GARCIA,M,62.0
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,HERNAN,BARDALEZ,SAAVEDRA,M,58.0
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,MOVIMIENTO POLITICO REGIONAL IDEAS,ALCALDE DISTRITAL,RODIL,CACHIQUE,CAPPILLO,M,361.0
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILSON,PEREZ,IGLESIAS,M,341.0
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,UNION POR EL PERU,ALCALDE DISTRITAL,MARCOS,MALDONADO,CASANOVA,M,264.0
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,NUEVA AMAZONIA,ALCALDE DISTRITAL,JUAN,CAMPOS,SAAVEDRA,M,237.0
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,FUERZA COMUNAL,ALCALDE DISTRITAL,RUBEN,OCHANTES,FLORES,M,234.0
